"FREQ";"GEO";"GEO_OBJECT";"LEGAL_FORM";"SIDE_MEASURE";"TIME_PERIOD";"OBS_VALUE"
"A";"F";"FRANCE";"MICRO";"BURE";2014;281412
"A";"84";"REG";"_T";"BURE";2021;124197
"A";"63";"DEP";"_T";"BURE";2016;4302
"A";"75";"DEP";"_T";"BURE";2016;58546
"A";"89";"DEP";"_T";"BURE";2024;4096
"A";"18";"DEP";"_T";"BURE";2015;1627
"A";"51";"DEP";"54";"BURE";2015;575
"A";"15";"DEP";"54";"BURE";2018;83
"A";"42";"DEP";"ENTIND_X_MICRO";"BURE";2015;1196
"A";"30";"DEP";"OTH_SIDE";"BURE";2017;117
"A";"48";"DEP";"54";"BURE";2018;47
"A";"2A";"DEP";"MICRO";"BURE";2018;1081
"A";"31";"DEP";"OTH_SIDE";"BURE";2018;443
"A";"78";"DEP";"OTH_SIDE";"BURE";2016;174
"A";"78";"DEP";"ENTIND_X_MICRO";"BURE";2015;1702
"A";"66";"DEP";"54";"BURE";2018;461
"A";"21";"DEP";"57";"BURE";2017;509
"A";"84";"REG";"MICRO";"BURE";2015;34095
"A";"32";"REG";"MICRO";"BURE";2015;17457
"A";"32";"DEP";"54";"BURE";2013;193
"A";"28";"REG";"MICRO";"BURE";2012;11259
"A";"74";"DEP";"ENTIND_X_MICRO";"BURE";2012;1537
"A";"44";"DEP";"OTH_SIDE";"BURE";2013;243
"A";"53";"REG";"ENTIND_X_MICRO";"BURE";2014;5746
"A";"91";"DEP";"OTH_SIDE";"BURE";2014;122
"A";"90";"DEP";"54";"BURE";2012;175
"A";"971";"DEP";"ENTIND_X_MICRO";"BURE";2013;1349
"A";"02";"DEP";"OTH_SIDE";"BURE";2013;79
"A";"87";"DEP";"OTH_SIDE";"BURE";2012;29
"A";"27";"REG";"_T";"BURE";2015;17750
"A";"04";"DEP";"57";"BURE";2022;358
"A";"87";"DEP";"57";"BURE";2021;524
"A";"25";"DEP";"57";"BURE";2019;485
"A";"80";"DEP";"MICRO";"BURE";2019;2386
"A";"64";"DEP";"ENTIND_X_MICRO";"BURE";2021;1630
"A";"11";"DEP";"57";"BURE";2019;575
"A";"76";"DEP";"ENTIND_X_MICRO";"BURE";2021;2311
"A";"40";"DEP";"OTH_SIDE";"BURE";2020;51
"A";"94";"DEP";"54";"BURE";2019;1531
"A";"44";"DEP";"MICRO";"BURE";2020;10386
"A";"44";"REG";"MICRO";"BURE";2021;39343
"A";"39";"DEP";"MICRO";"BURE";2020;1393
"A";"93";"REG";"OTH_SIDE";"BURE";2023;1070
"A";"55";"DEP";"_T";"BURE";2012;1057
"A";"35";"DEP";"OTH_SIDE";"BURE";2022;400
"A";"48";"DEP";"MICRO";"BURE";2024;481
"A";"27";"REG";"54";"BURE";2024;2295
"A";"93";"DEP";"ENTIND_X_MICRO";"BURE";2024;2675
"A";"47";"DEP";"54";"BURE";2024;277
"A";"84";"REG";"57";"BURE";2023;18132
"A";"30";"DEP";"ENTIND_X_MICRO";"BURE";2024;1099
"A";"17";"DEP";"OTH_SIDE";"BURE";2023;165
"A";"69";"DEP";"OTH_SIDE";"BURE";2022;807
"A";"55";"DEP";"MICRO";"BURE";2023;1006
"A";"11";"REG";"ENTIND_X_MICRO";"BURE";2014;18778
"A";"38";"DEP";"54";"BURE";2012;2165
"A";"05";"DEP";"OTH_SIDE";"BURE";2015;53
"A";"29";"DEP";"54";"BURE";2015;815
"A";"28";"REG";"ENTIND_X_MICRO";"BURE";2013;5511
"A";"14";"DEP";"57";"BURE";2013;271
"A";"13";"DEP";"54";"BURE";2012;4898
"A";"31";"DEP";"OTH_SIDE";"BURE";2013;342
"A";"70";"DEP";"57";"BURE";2014;76
"A";"17";"DEP";"MICRO";"BURE";2015;3113
"A";"31";"DEP";"ENTIND_X_MICRO";"BURE";2013;2533
"A";"67";"DEP";"ENTIND_X_MICRO";"BURE";2013;2285
"A";"76";"DEP";"57";"BURE";2016;944
"A";"03";"DEP";"57";"BURE";2017;242
"A";"15";"DEP";"57";"BURE";2016;111
"A";"72";"DEP";"54";"BURE";2018;378
"A";"30";"DEP";"MICRO";"BURE";2016;3946
"A";"21";"DEP";"54";"BURE";2016;559
"A";"42";"DEP";"OTH_SIDE";"BURE";2018;90
"A";"04";"DEP";"54";"BURE";2018;146
"A";"27";"REG";"OTH_SIDE";"BURE";2017;386
"A";"52";"DEP";"MICRO";"BURE";2016;368
"A";"58";"DEP";"ENTIND_X_MICRO";"BURE";2017;493
"A";"16";"DEP";"ENTIND_X_MICRO";"BURE";2017;611
"A";"06";"DEP";"_T";"BURE";2024;27199
"A";"47";"DEP";"_T";"BURE";2014;2421
"A";"78";"DEP";"_T";"BURE";2021;25774
"A";"36";"DEP";"_T";"BURE";2020;1616
"A";"84";"DEP";"_T";"BURE";2016;5863
"A";"37";"DEP";"_T";"BURE";2019;6460
"A";"12";"DEP";"_T";"BURE";2023;3360
"A";"82";"DEP";"_T";"BURE";2019;2761
"A";"22";"DEP";"_T";"BURE";2022;6416
"A";"04";"REG";"_T";"BURE";2022;12044
"A";"42";"DEP";"_T";"BURE";2023;9796
"A";"17";"DEP";"_T";"BURE";2023;8953
"A";"59";"DEP";"OTH_SIDE";"BURE";2020;399
"A";"59";"DEP";"ENTIND_X_MICRO";"BURE";2021;4595
"A";"972";"DEP";"OTH_SIDE";"BURE";2019;1529
"A";"38";"DEP";"MICRO";"BURE";2021;12638
"A";"55";"DEP";"OTH_SIDE";"BURE";2021;10
"A";"36";"DEP";"MICRO";"BURE";2019;905
"A";"974";"DEP";"54";"BURE";2021;1573
"A";"18";"DEP";"MICRO";"BURE";2021;1917
"A";"53";"REG";"MICRO";"BURE";2021;21165
"A";"77";"DEP";"54";"BURE";2019;1208
"A";"14";"DEP";"ENTIND_X_MICRO";"BURE";2021;1372
"A";"79";"DEP";"57";"BURE";2020;288
"A";"61";"DEP";"OTH_SIDE";"BURE";2022;43
"A";"94";"REG";"_T";"BURE";2013;3909
"A";"28";"REG";"ENTIND_X_MICRO";"BURE";2023;4909
"A";"03";"REG";"_T";"BURE";2014;2059
"A";"41";"DEP";"OTH_SIDE";"BURE";2023;53
"A";"28";"REG";"_T";"BURE";2013;19594
"A";"27";"DEP";"ENTIND_X_MICRO";"BURE";2022;1068
"A";"90";"DEP";"ENTIND_X_MICRO";"BURE";2022;196
"A";"92";"DEP";"54";"BURE";2022;2017
"A";"94";"REG";"54";"BURE";2023;366
"A";"62";"DEP";"MICRO";"BURE";2024;9433
"A";"67";"DEP";"OTH_SIDE";"BURE";2022;331
"A";"11";"REG";"ENTIND_X_MICRO";"BURE";2012;15353
"A";"35";"DEP";"57";"BURE";2013;337
"A";"56";"DEP";"57";"BURE";2014;345
"A";"41";"DEP";"54";"BURE";2014;307
"A";"18";"DEP";"MICRO";"BURE";2013;854
"A";"83";"DEP";"MICRO";"BURE";2013;5973
"A";"81";"DEP";"54";"BURE";2014;375
"A";"72";"DEP";"ENTIND_X_MICRO";"BURE";2013;823
"A";"06";"DEP";"54";"BURE";2015;2260
"A";"24";"DEP";"OTH_SIDE";"BURE";2015;31
"A";"17";"DEP";"57";"BURE";2014;376
"A";"56";"DEP";"57";"BURE";2013;260
"A";"34";"DEP";"ENTIND_X_MICRO";"BURE";2017;2440
"A";"68";"DEP";"OTH_SIDE";"BURE";2017;99
"A";"34";"DEP";"MICRO";"BURE";2018;9684
"A";"76";"REG";"54";"BURE";2017;5822
"A";"13";"DEP";"MICRO";"BURE";2017;11258
"A";"37";"DEP";"OTH_SIDE";"BURE";2018;60
"A";"29";"DEP";"MICRO";"BURE";2017;2634
"A";"47";"DEP";"ENTIND_X_MICRO";"BURE";2018;492
"A";"83";"DEP";"ENTIND_X_MICRO";"BURE";2017;2954
"A";"01";"DEP";"MICRO";"BURE";2016;2298
"A";"68";"DEP";"MICRO";"BURE";2018;2638
"A";"82";"DEP";"OTH_SIDE";"BURE";2017;19
"A";"04";"DEP";"_T";"BURE";2021;2498
"A";"45";"DEP";"_T";"BURE";2014;4608
"A";"38";"DEP";"_T";"BURE";2016;11170
"A";"08";"DEP";"_T";"BURE";2024;2695
"A";"66";"DEP";"_T";"BURE";2016;4923
"A";"05";"DEP";"_T";"BURE";2021;2242
"A";"76";"DEP";"_T";"BURE";2022;13546
"A";"39";"DEP";"_T";"BURE";2018;2096
"A";"25";"DEP";"_T";"BURE";2016;3808
"A";"18";"DEP";"_T";"BURE";2018;1813
"A";"01";"REG";"_T";"BURE";2017;4521
"A";"18";"DEP";"_T";"BURE";2017;1648
"A";"06";"REG";"MICRO";"BURE";2022;579
"A";"52";"DEP";"ENTIND_X_MICRO";"BURE";2019;422
"A";"81";"DEP";"ENTIND_X_MICRO";"BURE";2019;725
"A";"51";"DEP";"54";"BURE";2019;499
"A";"81";"DEP";"ENTIND_X_MICRO";"BURE";2021;719
"A";"83";"DEP";"57";"BURE";2019;2685
"A";"57";"DEP";"57";"BURE";2020;1338
"A";"972";"DEP";"OTH_SIDE";"BURE";2020;1925
"A";"92";"DEP";"57";"BURE";2018;6463
"A";"78";"DEP";"OTH_SIDE";"BURE";2020;196
"A";"16";"DEP";"MICRO";"BURE";2020;2109
"A";"46";"DEP";"MICRO";"BURE";2021;1223
"A";"84";"DEP";"57";"BURE";2024;1658
"A";"89";"DEP";"_T";"BURE";2012;2198
"A";"24";"DEP";"ENTIND_X_MICRO";"BURE";2023;798
"A";"32";"REG";"_T";"BURE";2013;35500
"A";"53";"REG";"MICRO";"BURE";2022;21879
"A";"36";"DEP";"OTH_SIDE";"BURE";2022;20
"A";"29";"DEP";"54";"BURE";2022;1099
"A";"47";"DEP";"OTH_SIDE";"BURE";2023;47
"A";"50";"DEP";"54";"BURE";2023;455
"A";"19";"DEP";"ENTIND_X_MICRO";"BURE";2024;372
"A";"12";"DEP";"ENTIND_X_MICRO";"BURE";2022;581
"A";"03";"DEP";"_T";"BURE";2014;2081
"A";"28";"DEP";"OTH_SIDE";"BURE";2017;57
"A";"972";"DEP";"57";"BURE";2016;1037
"A";"66";"DEP";"MICRO";"BURE";2015;2548
"A";"36";"DEP";"57";"BURE";2018;123
"A";"95";"DEP";"OTH_SIDE";"BURE";2015;84
"A";"71";"DEP";"MICRO";"BURE";2017;1418
"A";"42";"DEP";"57";"BURE";2016;958
"A";"44";"REG";"MICRO";"BURE";2017;15632
"A";"60";"DEP";"57";"BURE";2018;1005
"A";"36";"DEP";"OTH_SIDE";"BURE";2016;29
"A";"88";"DEP";"57";"BURE";2017;297
"A";"69";"DEP";"54";"BURE";2017;2346
"A";"82";"DEP";"57";"BURE";2014;177
"A";"11";"REG";"57";"BURE";2014;23622
"A";"93";"DEP";"ENTIND_X_MICRO";"BURE";2013;1659
"A";"78";"DEP";"54";"BURE";2012;2645
"A";"972";"DEP";"MICRO";"BURE";2013;1409
"A";"47";"DEP";"54";"BURE";2013;370
"A";"971";"DEP";"57";"BURE";2012;153
"A";"52";"REG";"ENTIND_X_MICRO";"BURE";2013;6029
"A";"19";"DEP";"OTH_SIDE";"BURE";2014;34
"A";"2A";"DEP";"ENTIND_X_MICRO";"BURE";2013;299
"A";"63";"DEP";"57";"BURE";2013;329
"A";"18";"DEP";"ENTIND_X_MICRO";"BURE";2015;384
"A";"05";"DEP";"OTH_SIDE";"BURE";2019;42
"A";"04";"DEP";"57";"BURE";2020;284
"A";"03";"REG";"OTH_SIDE";"BURE";2022;60
"A";"70";"DEP";"MICRO";"BURE";2021;1179
"A";"44";"REG";"57";"BURE";2020;7207
"A";"46";"DEP";"57";"BURE";2021;247
"A";"79";"DEP";"57";"BURE";2021;392
"A";"35";"DEP";"OTH_SIDE";"BURE";2020;366
"A";"44";"DEP";"54";"BURE";2019;2022
"A";"85";"DEP";"57";"BURE";2019;624
"A";"40";"DEP";"OTH_SIDE";"BURE";2021;51
"A";"19";"DEP";"OTH_SIDE";"BURE";2019;44
"A";"95";"DEP";"_T";"BURE";2015;10515
"A";"29";"DEP";"_T";"BURE";2017;5869
"A";"24";"DEP";"_T";"BURE";2016;3354
"A";"F";"FRANCE";"ENTIND_X_MICRO";"BURE";2017;133365
"A";"71";"DEP";"_T";"BURE";2018;3914
"A";"50";"DEP";"_T";"BURE";2017;2690
"A";"60";"DEP";"_T";"BURE";2023;9733
"A";"76";"DEP";"_T";"BURE";2017;7970
"A";"F";"FRANCE";"57";"BURE";2021;181845
"A";"95";"DEP";"_T";"BURE";2017;13125
"A";"26";"DEP";"_T";"BURE";2021;7568
"A";"16";"DEP";"_T";"BURE";2019;3181
"A";"66";"DEP";"ENTIND_X_MICRO";"BURE";2022;1058
"A";"39";"DEP";"57";"BURE";2023;432
"A";"25";"DEP";"OTH_SIDE";"BURE";2023;78
"A";"60";"DEP";"_T";"BURE";2012;5324
"A";"90";"DEP";"57";"BURE";2023;172
"A";"14";"DEP";"_T";"BURE";2013;5015
"A";"24";"DEP";"_T";"BURE";2013;3413
"A";"77";"DEP";"57";"BURE";2024;4470
"A";"47";"DEP";"54";"BURE";2023;272
"A";"87";"DEP";"ENTIND_X_MICRO";"BURE";2022;628
"A";"52";"REG";"57";"BURE";2023;5712
"A";"75";"REG";"57";"BURE";2022;12166
"A";"18";"DEP";"MICRO";"BURE";2014;968
"A";"17";"DEP";"ENTIND_X_MICRO";"BURE";2012;1176
"A";"44";"REG";"MICRO";"BURE";2012;20376
"A";"05";"DEP";"MICRO";"BURE";2013;669
"A";"06";"REG";"54";"BURE";2012;176
"A";"74";"DEP";"ENTIND_X_MICRO";"BURE";2014;2156
"A";"02";"REG";"OTH_SIDE";"BURE";2015;1094
"A";"2A";"DEP";"MICRO";"BURE";2013;1083
"A";"07";"DEP";"OTH_SIDE";"BURE";2013;39
"A";"56";"DEP";"OTH_SIDE";"BURE";2013;101
"A";"07";"DEP";"OTH_SIDE";"BURE";2012;37
"A";"04";"REG";"54";"BURE";2014;1570
"A";"21";"DEP";"57";"BURE";2016;454
"A";"23";"DEP";"OTH_SIDE";"BURE";2016;15
"A";"37";"DEP";"MICRO";"BURE";2017;2495
"A";"48";"DEP";"MICRO";"BURE";2018;236
"A";"49";"DEP";"OTH_SIDE";"BURE";2015;128
"A";"53";"REG";"OTH_SIDE";"BURE";2016;719
"A";"40";"DEP";"57";"BURE";2017;505
"A";"76";"DEP";"OTH_SIDE";"BURE";2015;151
"A";"84";"REG";"OTH_SIDE";"BURE";2017;1799
"A";"53";"REG";"OTH_SIDE";"BURE";2015;729
"A";"59";"DEP";"ENTIND_X_MICRO";"BURE";2016;4159
"A";"22";"DEP";"MICRO";"BURE";2016;1390
"A";"36";"DEP";"MICRO";"BURE";2020;947
"A";"93";"DEP";"MICRO";"BURE";2021;24021
"A";"06";"REG";"MICRO";"BURE";2021;488
"A";"52";"DEP";"54";"BURE";2020;86
"A";"29";"DEP";"OTH_SIDE";"BURE";2020;134
"A";"76";"DEP";"ENTIND_X_MICRO";"BURE";2020;2215
"A";"92";"DEP";"54";"BURE";2018;1976
"A";"04";"REG";"57";"BURE";2021;1469
"A";"974";"DEP";"ENTIND_X_MICRO";"BURE";2018;2834
"A";"84";"DEP";"54";"BURE";2019;714
"A";"84";"REG";"ENTIND_X_MICRO";"BURE";2018;17449
"A";"38";"DEP";"ENTIND_X_MICRO";"BURE";2019;2339
"A";"01";"REG";"54";"BURE";2012;1094
"A";"84";"REG";"57";"BURE";2014;7479
"A";"36";"DEP";"MICRO";"BURE";2014;598
"A";"45";"DEP";"MICRO";"BURE";2014;2301
"A";"62";"DEP";"54";"BURE";2014;1130
"A";"09";"DEP";"54";"BURE";2014;113
"A";"22";"DEP";"57";"BURE";2014;169
"A";"94";"DEP";"54";"BURE";2012;2859
"A";"89";"DEP";"54";"BURE";2013;333
"A";"12";"DEP";"57";"BURE";2015;159
"A";"94";"DEP";"ENTIND_X_MICRO";"BURE";2012;1326
"A";"12";"DEP";"OTH_SIDE";"BURE";2014;45
"A";"58";"DEP";"57";"BURE";2022;259
"A";"89";"DEP";"54";"BURE";2022;212
"A";"01";"REG";"_T";"BURE";2014;4223
"A";"47";"DEP";"ENTIND_X_MICRO";"BURE";2024;545
"A";"04";"DEP";"MICRO";"BURE";2024;1660
"A";"84";"DEP";"57";"BURE";2022;1606
"A";"76";"REG";"57";"BURE";2024;14999
"A";"37";"DEP";"MICRO";"BURE";2022;5040
"A";"48";"DEP";"_T";"BURE";2012;504
"A";"65";"DEP";"MICRO";"BURE";2024;2018
"A";"84";"DEP";"54";"BURE";2023;590
"A";"2B";"DEP";"OTH_SIDE";"BURE";2024;56
"A";"86";"DEP";"_T";"BURE";2014;2736
"A";"11";"DEP";"_T";"BURE";2024;5652
"A";"F";"FRANCE";"ENTIND_X_MICRO";"BURE";2013;129637
"A";"78";"DEP";"_T";"BURE";2020;22499
"A";"F";"FRANCE";"57";"BURE";2013;47882
"A";"06";"REG";"_T";"BURE";2016;813
"A";"04";"REG";"_T";"BURE";2023;12290
"A";"F";"FRANCE";"_T";"BURE";2016;603540
"A";"F";"FRANCE";"57";"BURE";2019;134790
"A";"14";"DEP";"_T";"BURE";2016;4960
"A";"973";"DEP";"_T";"BURE";2016;1570
"A";"51";"DEP";"_T";"BURE";2024;7764
"A";"41";"DEP";"54";"BURE";2024;270
"A";"75";"DEP";"57";"BURE";2023;27648
"A";"72";"DEP";"MICRO";"BURE";2023;3449
"A";"44";"DEP";"OTH_SIDE";"BURE";2023;342
"A";"44";"DEP";"ENTIND_X_MICRO";"BURE";2024;2209
"A";"976";"DEP";"OTH_SIDE";"BURE";2022;9
"A";"52";"DEP";"_T";"BURE";2013;970
"A";"79";"DEP";"MICRO";"BURE";2024;2220
"A";"78";"DEP";"OTH_SIDE";"BURE";2022;169
"A";"75";"REG";"MICRO";"BURE";2022;56767
"A";"971";"DEP";"57";"BURE";2023;1812
"A";"28";"REG";"_T";"BURE";2012;19991
"A";"84";"REG";"OTH_SIDE";"BURE";2019;1801
"A";"40";"DEP";"57";"BURE";2021;809
"A";"13";"DEP";"54";"BURE";2019;2528
"A";"13";"DEP";"57";"BURE";2019;6365
"A";"40";"DEP";"54";"BURE";2021;591
"A";"27";"REG";"ENTIND_X_MICRO";"BURE";2020;5122
"A";"65";"DEP";"54";"BURE";2021;227
"A";"05";"DEP";"ENTIND_X_MICRO";"BURE";2019;538
"A";"973";"DEP";"OTH_SIDE";"BURE";2018;30
"A";"57";"DEP";"57";"BURE";2021;1770
"A";"56";"DEP";"MICRO";"BURE";2019;3923
"A";"21";"DEP";"MICRO";"BURE";2020;3921
"A";"51";"DEP";"ENTIND_X_MICRO";"BURE";2016;1006
"A";"94";"REG";"57";"BURE";2016;842
"A";"38";"DEP";"57";"BURE";2015;1531
"A";"65";"DEP";"MICRO";"BURE";2017;904
"A";"75";"REG";"MICRO";"BURE";2016;26253
"A";"81";"DEP";"57";"BURE";2015;328
"A";"52";"DEP";"MICRO";"BURE";2015;341
"A";"57";"DEP";"ENTIND_X_MICRO";"BURE";2015;1497
"A";"78";"DEP";"ENTIND_X_MICRO";"BURE";2016;1823
"A";"13";"DEP";"57";"BURE";2018;5557
"A";"10";"DEP";"57";"BURE";2018;285
"A";"14";"DEP";"MICRO";"BURE";2016;2540
"A";"27";"REG";"ENTIND_X_MICRO";"BURE";2013;4934
"A";"04";"DEP";"OTH_SIDE";"BURE";2015;19
"A";"44";"DEP";"OTH_SIDE";"BURE";2014;245
"A";"49";"DEP";"54";"BURE";2014;869
"A";"2B";"DEP";"MICRO";"BURE";2014;741
"A";"972";"DEP";"57";"BURE";2013;242
"A";"31";"DEP";"54";"BURE";2012;2547
"A";"54";"DEP";"ENTIND_X_MICRO";"BURE";2012;856
"A";"47";"DEP";"ENTIND_X_MICRO";"BURE";2012;502
"A";"46";"DEP";"OTH_SIDE";"BURE";2014;24
"A";"24";"DEP";"MICRO";"BURE";2012;1994
"A";"27";"DEP";"MICRO";"BURE";2015;1948
"A";"33";"DEP";"_T";"BURE";2015;17764
"A";"32";"REG";"_T";"BURE";2024;69913
"A";"15";"DEP";"_T";"BURE";2019;900
"A";"55";"DEP";"_T";"BURE";2024;1714
"A";"F";"FRANCE";"_T";"BURE";2021;1050520
"A";"76";"REG";"_T";"BURE";2018;67998
"A";"45";"DEP";"_T";"BURE";2017;4749
"A";"21";"DEP";"_T";"BURE";2021;7141
"A";"53";"DEP";"_T";"BURE";2022;3236
"A";"80";"DEP";"_T";"BURE";2024;5838
"A";"94";"REG";"_T";"BURE";2016;4017
"A";"74";"DEP";"_T";"BURE";2015;7273
"A";"974";"DEP";"MICRO";"BURE";2019;3237
"A";"42";"DEP";"ENTIND_X_MICRO";"BURE";2019;1892
"A";"37";"DEP";"MICRO";"BURE";2021;5191
"A";"76";"REG";"MICRO";"BURE";2018;37020
"A";"08";"DEP";"54";"BURE";2020;150
"A";"09";"DEP";"ENTIND_X_MICRO";"BURE";2020;279
"A";"55";"DEP";"OTH_SIDE";"BURE";2019;16
"A";"56";"DEP";"OTH_SIDE";"BURE";2019;165
"A";"05";"DEP";"ENTIND_X_MICRO";"BURE";2020;356
"A";"21";"DEP";"ENTIND_X_MICRO";"BURE";2021;976
"A";"82";"DEP";"54";"BURE";2018;179
"A";"90";"DEP";"57";"BURE";2020;166
"A";"69";"DEP";"57";"BURE";2023;6396
"A";"11";"REG";"OTH_SIDE";"BURE";2023;4314
"A";"74";"DEP";"54";"BURE";2023;1157
"A";"12";"DEP";"OTH_SIDE";"BURE";2022;52
"A";"976";"DEP";"57";"BURE";2024;171
"A";"04";"DEP";"_T";"BURE";2012;1713
"A";"75";"DEP";"_T";"BURE";2012;45584
"A";"40";"DEP";"MICRO";"BURE";2022;3939
"A";"79";"DEP";"OTH_SIDE";"BURE";2022;54
"A";"64";"DEP";"MICRO";"BURE";2024;6823
"A";"54";"DEP";"54";"BURE";2023;492
"A";"12";"DEP";"57";"BURE";2024;549
"A";"90";"DEP";"54";"BURE";2016;133
"A";"71";"DEP";"ENTIND_X_MICRO";"BURE";2017;1345
"A";"34";"DEP";"54";"BURE";2017;1532
"A";"69";"DEP";"ENTIND_X_MICRO";"BURE";2015;3066
"A";"61";"DEP";"57";"BURE";2015;130
"A";"93";"REG";"OTH_SIDE";"BURE";2015;944
"A";"24";"REG";"MICRO";"BURE";2017;8156
"A";"93";"DEP";"OTH_SIDE";"BURE";2015;124
"A";"29";"DEP";"OTH_SIDE";"BURE";2016;118
"A";"86";"DEP";"ENTIND_X_MICRO";"BURE";2017;685
"A";"59";"DEP";"57";"BURE";2015;2213
"A";"94";"REG";"57";"BURE";2017;1039
"A";"16";"DEP";"54";"BURE";2013;342
"A";"85";"DEP";"ENTIND_X_MICRO";"BURE";2014;1238
"A";"62";"DEP";"ENTIND_X_MICRO";"BURE";2014;2314
"A";"03";"DEP";"ENTIND_X_MICRO";"BURE";2013;654
"A";"53";"DEP";"57";"BURE";2013;84
"A";"93";"DEP";"OTH_SIDE";"BURE";2012;110
"A";"14";"DEP";"MICRO";"BURE";2015;2387
"A";"35";"DEP";"ENTIND_X_MICRO";"BURE";2013;2093
"A";"24";"REG";"ENTIND_X_MICRO";"BURE";2014;4507
"A";"11";"DEP";"ENTIND_X_MICRO";"BURE";2012;621
"A";"76";"DEP";"54";"BURE";2013;1316
"A";"07";"DEP";"MICRO";"BURE";2024;2828
"A";"46";"DEP";"_T";"BURE";2022;2117
"A";"87";"DEP";"_T";"BURE";2019;3306
"A";"69";"DEP";"_T";"BURE";2022;39012
"A";"50";"DEP";"_T";"BURE";2020;3676
"A";"67";"DEP";"_T";"BURE";2014;8973
"A";"971";"DEP";"_T";"BURE";2014;4223
"A";"29";"DEP";"_T";"BURE";2020;7504
"A";"13";"DEP";"_T";"BURE";2019;33354
"A";"45";"DEP";"_T";"BURE";2018;5699
"A";"70";"DEP";"_T";"BURE";2021;2089
"A";"58";"DEP";"_T";"BURE";2020;1506
"A";"971";"DEP";"_T";"BURE";2020;5605
"A";"11";"REG";"57";"BURE";2019;52539
"A";"73";"DEP";"MICRO";"BURE";2021;4395
"A";"37";"DEP";"ENTIND_X_MICRO";"BURE";2020;1235
"A";"65";"DEP";"54";"BURE";2019;203
"A";"47";"DEP";"MICRO";"BURE";2021;2523
"A";"06";"DEP";"MICRO";"BURE";2021;17859
"A";"28";"REG";"57";"BURE";2021;4654
"A";"72";"DEP";"54";"BURE";2019;407
"A";"53";"DEP";"OTH_SIDE";"BURE";2021;147
"A";"52";"DEP";"54";"BURE";2021;100
"A";"62";"DEP";"57";"BURE";2019;1076
"A";"53";"DEP";"ENTIND_X_MICRO";"BURE";2021;582
"A";"79";"DEP";"57";"BURE";2016;145
"A";"08";"DEP";"MICRO";"BURE";2017;635
"A";"43";"DEP";"54";"BURE";2018;164
"A";"08";"DEP";"57";"BURE";2018;183
"A";"38";"DEP";"MICRO";"BURE";2016;5537
"A";"974";"DEP";"OTH_SIDE";"BURE";2017;323
"A";"48";"DEP";"57";"BURE";2015;48
"A";"63";"DEP";"57";"BURE";2016;585
"A";"92";"DEP";"OTH_SIDE";"BURE";2015;426
"A";"02";"REG";"MICRO";"BURE";2018;1113
"A";"64";"DEP";"ENTIND_X_MICRO";"BURE";2017;1573
"A";"01";"REG";"57";"BURE";2018;1642
"A";"12";"DEP";"ENTIND_X_MICRO";"BURE";2012;468
"A";"29";"DEP";"57";"BURE";2013;261
"A";"971";"DEP";"OTH_SIDE";"BURE";2014;80
"A";"76";"REG";"MICRO";"BURE";2013;29513
"A";"11";"REG";"MICRO";"BURE";2015;69633
"A";"03";"DEP";"57";"BURE";2013;138
"A";"11";"DEP";"54";"BURE";2013;436
"A";"24";"REG";"54";"BURE";2013;2754
"A";"16";"DEP";"54";"BURE";2014;267
"A";"87";"DEP";"MICRO";"BURE";2013;1375
"A";"83";"DEP";"MICRO";"BURE";2012;7703
"A";"84";"REG";"54";"BURE";2012;13203
"A";"2A";"DEP";"54";"BURE";2023;164
"A";"87";"DEP";"57";"BURE";2024;523
"A";"12";"DEP";"OTH_SIDE";"BURE";2023;53
"A";"53";"REG";"57";"BURE";2023;4581
"A";"92";"DEP";"ENTIND_X_MICRO";"BURE";2022;2488
"A";"43";"DEP";"57";"BURE";2023;387
"A";"69";"DEP";"57";"BURE";2024;7287
"A";"51";"DEP";"57";"BURE";2024;1062
"A";"976";"DEP";"54";"BURE";2024;275
"A";"45";"DEP";"_T";"BURE";2012;4434
"A";"91";"DEP";"54";"BURE";2022;1154
"A";"40";"DEP";"54";"BURE";2024;555
"A";"46";"DEP";"ENTIND_X_MICRO";"BURE";2019;379
"A";"68";"DEP";"MICRO";"BURE";2020;4459
"A";"58";"DEP";"54";"BURE";2021;133
"A";"2B";"DEP";"ENTIND_X_MICRO";"BURE";2021;442
"A";"44";"DEP";"57";"BURE";2021;2851
"A";"83";"DEP";"57";"BURE";2021;3613
"A";"08";"DEP";"57";"BURE";2022;273
"A";"976";"DEP";"54";"BURE";2018;139
"A";"06";"REG";"57";"BURE";2019;55
"A";"94";"DEP";"MICRO";"BURE";2018;14400
"A";"34";"DEP";"MICRO";"BURE";2020;12768
"A";"28";"REG";"57";"BURE";2020;3627
"A";"93";"DEP";"_T";"BURE";2015;18116
"A";"53";"REG";"_T";"BURE";2016;22198
"A";"F";"FRANCE";"54";"BURE";2023;73098
"A";"18";"DEP";"_T";"BURE";2016;1618
"A";"32";"REG";"_T";"BURE";2022;65908
"A";"09";"DEP";"_T";"BURE";2018;1517
"A";"F";"FRANCE";"_T";"BURE";2015;564745
"A";"44";"DEP";"_T";"BURE";2019;16555
"A";"971";"DEP";"_T";"BURE";2023;8058
"A";"972";"DEP";"_T";"BURE";2018;5451
"A";"F";"FRANCE";"OTH_SIDE";"BURE";2022;20887
"A";"53";"REG";"_T";"BURE";2019;30400
